PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,148
RANDOM,DEGREE,26
RANDOM,PROTECTION,332
MIXED,PROXIMITY,286
MIXED,DEGREE,84
MIXED,PROTECTION,164
DETERMINISTIC,PROXIMITY,178
DETERMINISTIC,DEGREE,16
DETERMINISTIC,PROTECTION,351
