PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,181
RANDOM,DEGREE,40
RANDOM,PROTECTION,301
MIXED,PROXIMITY,288
MIXED,DEGREE,99
MIXED,PROTECTION,162
DETERMINISTIC,PROXIMITY,249
DETERMINISTIC,DEGREE,40
DETERMINISTIC,PROTECTION,306
