P VALUE,PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
0.08,RANDOM,PROXIMITY,107
0.08,RANDOM,DEGREE,12
0.08,RANDOM,PROTECTION,403
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.09,RANDOM,PROXIMITY,88
0.09,RANDOM,DEGREE,5
0.09,RANDOM,PROTECTION,421
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.10,RANDOM,PROXIMITY,65
0.10,RANDOM,DEGREE,7
0.10,RANDOM,PROTECTION,443
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.11,RANDOM,PROXIMITY,40
0.11,RANDOM,DEGREE,5
0.11,RANDOM,PROTECTION,464
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.12,RANDOM,PROXIMITY,32
0.12,RANDOM,DEGREE,1
0.12,RANDOM,PROTECTION,471
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.13,RANDOM,PROXIMITY,21
0.13,RANDOM,DEGREE,0
0.13,RANDOM,PROTECTION,481
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.14,RANDOM,PROXIMITY,11
0.14,RANDOM,DEGREE,1
0.14,RANDOM,PROTECTION,491
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.15,RANDOM,PROXIMITY,10
0.15,RANDOM,DEGREE,0
0.15,RANDOM,PROTECTION,490
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.16,RANDOM,PROXIMITY,4
0.16,RANDOM,DEGREE,0
0.16,RANDOM,PROTECTION,496
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.17,RANDOM,PROXIMITY,4
0.17,RANDOM,DEGREE,0
0.17,RANDOM,PROTECTION,497
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.18,RANDOM,PROXIMITY,2
0.18,RANDOM,DEGREE,0
0.18,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.19,RANDOM,PROXIMITY,2
0.19,RANDOM,DEGREE,0
0.19,RANDOM,PROTECTION,498
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
0.20,RANDOM,PROXIMITY,4
0.20,RANDOM,DEGREE,0
0.20,RANDOM,PROTECTION,496
