PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,445
RANDOM,DEGREE,292
RANDOM,PROTECTION,260
MIXED,PROXIMITY,443
MIXED,DEGREE,342
MIXED,PROTECTION,338
DETERMINISTIC,PROXIMITY,500
DETERMINISTIC,DEGREE,273
DETERMINISTIC,PROTECTION,227
