PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,330
RANDOM,DEGREE,51
RANDOM,PROTECTION,122
MIXED,PROXIMITY,358
MIXED,DEGREE,81
MIXED,PROTECTION,106
DETERMINISTIC,PROXIMITY,44
DETERMINISTIC,DEGREE,4
DETERMINISTIC,PROTECTION,456
