PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,336
RANDOM,DEGREE,62
RANDOM,PROTECTION,105
MIXED,PROXIMITY,326
MIXED,DEGREE,127
MIXED,PROTECTION,212
DETERMINISTIC,PROXIMITY,16
DETERMINISTIC,DEGREE,3
DETERMINISTIC,PROTECTION,481
