PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,50
RANDOM,DEGREE,50
RANDOM,PROTECTION,50
MIXED,PROXIMITY,50
MIXED,DEGREE,50
MIXED,PROTECTION,50
DETERMINISTIC,PROXIMITY,50
DETERMINISTIC,DEGREE,50
DETERMINISTIC,PROTECTION,50
