PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,8
RANDOM,DEGREE,1
RANDOM,PROTECTION,43
MIXED,PROXIMITY,14
MIXED,DEGREE,4
MIXED,PROTECTION,35
DETERMINISTIC,PROXIMITY,50
DETERMINISTIC,DEGREE,1
DETERMINISTIC,PROTECTION,1
