PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,21
RANDOM,DEGREE,11
RANDOM,PROTECTION,28
MIXED,PROXIMITY,33
MIXED,DEGREE,17
MIXED,PROTECTION,22
DETERMINISTIC,PROXIMITY,50
DETERMINISTIC,DEGREE,6
DETERMINISTIC,PROTECTION,4
