PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,41
RANDOM,DEGREE,12
RANDOM,PROTECTION,13
MIXED,PROXIMITY,45
MIXED,DEGREE,19
MIXED,PROTECTION,19
DETERMINISTIC,PROXIMITY,50
DETERMINISTIC,DEGREE,7
DETERMINISTIC,PROTECTION,6
