PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,10
RANDOM,DEGREE,0
RANDOM,PROTECTION,40
MIXED,PROXIMITY,28
MIXED,DEGREE,9
MIXED,PROTECTION,18
DETERMINISTIC,PROXIMITY,50
DETERMINISTIC,DEGREE,0
DETERMINISTIC,PROTECTION,0
