PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,3
RANDOM,DEGREE,7
RANDOM,PROTECTION,8
RANDOM,RANDOM,3
MIXED,PROXIMITY,11
MIXED,DEGREE,5
MIXED,PROTECTION,9
MIXED,RANDOM,0
DETERMINISTIC,PROXIMITY,10
DETERMINISTIC,DEGREE,2
DETERMINISTIC,PROTECTION,16
DETERMINISTIC,RANDOM,1
