PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,3
RANDOM,PROTECTION,12
RANDOM,RANDOM,2
MIXED,PROXIMITY,7
MIXED,DEGREE,3
MIXED,PROTECTION,11
MIXED,RANDOM,2
DETERMINISTIC,PROXIMITY,11
DETERMINISTIC,DEGREE,1
DETERMINISTIC,PROTECTION,12
DETERMINISTIC,RANDOM,1
