PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,1
RANDOM,PROTECTION,15
RANDOM,RANDOM,4
MIXED,PROXIMITY,5
MIXED,DEGREE,2
MIXED,PROTECTION,14
MIXED,RANDOM,4
DETERMINISTIC,PROXIMITY,14
DETERMINISTIC,DEGREE,5
DETERMINISTIC,PROTECTION,7
DETERMINISTIC,RANDOM,4
