PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,0
RANDOM,PROTECTION,17
RANDOM,RANDOM,1
MIXED,PROXIMITY,0
MIXED,DEGREE,1
MIXED,PROTECTION,17
MIXED,RANDOM,2
DETERMINISTIC,PROXIMITY,12
DETERMINISTIC,DEGREE,7
DETERMINISTIC,PROTECTION,3
DETERMINISTIC,RANDOM,5
