PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,20
RANDOM,RANDOM,0
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,20
MIXED,RANDOM,0
DETERMINISTIC,PROXIMITY,9
DETERMINISTIC,DEGREE,8
DETERMINISTIC,PROTECTION,0
DETERMINISTIC,RANDOM,10
