PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,25
MIXED,PROXIMITY,5
MIXED,DEGREE,0
MIXED,PROTECTION,21
DETERMINISTIC,PROXIMITY,25
DETERMINISTIC,DEGREE,1
DETERMINISTIC,PROTECTION,0
