PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,25
MIXED,PROXIMITY,1
MIXED,DEGREE,1
MIXED,PROTECTION,25
DETERMINISTIC,PROXIMITY,25
DETERMINISTIC,DEGREE,1
DETERMINISTIC,PROTECTION,3
