PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,5
RANDOM,DEGREE,11
RANDOM,PROTECTION,250
MIXED,PROXIMITY,105
MIXED,DEGREE,111
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,153
DETERMINISTIC,DEGREE,163
DETERMINISTIC,PROTECTION,23
