PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,2
RANDOM,DEGREE,5
RANDOM,PROTECTION,250
MIXED,PROXIMITY,66
MIXED,DEGREE,56
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,141
DETERMINISTIC,DEGREE,176
DETERMINISTIC,PROTECTION,20
