PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,60
RANDOM,DEGREE,65
RANDOM,PROTECTION,250
MIXED,PROXIMITY,205
MIXED,DEGREE,201
MIXED,PROTECTION,250
DETERMINISTIC,PROXIMITY,147
DETERMINISTIC,DEGREE,161
DETERMINISTIC,PROTECTION,124
