PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,500
MIXED,PROXIMITY,4
MIXED,DEGREE,2
MIXED,PROTECTION,495
DETERMINISTIC,PROXIMITY,486
DETERMINISTIC,DEGREE,12
DETERMINISTIC,PROTECTION,4
