PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,21
RANDOM,DEGREE,0
RANDOM,PROTECTION,82
MIXED,PROXIMITY,36
MIXED,DEGREE,13
MIXED,PROTECTION,64
DETERMINISTIC,PROXIMITY,100
DETERMINISTIC,DEGREE,1
DETERMINISTIC,PROTECTION,0
