PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,173
RANDOM,DEGREE,31
RANDOM,PROTECTION,296
MIXED,PROXIMITY,317
MIXED,DEGREE,75
MIXED,PROTECTION,120
DETERMINISTIC,PROXIMITY,90
DETERMINISTIC,DEGREE,9
DETERMINISTIC,PROTECTION,418
