PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
RANDOM,PROXIMITY,0
RANDOM,DEGREE,0
RANDOM,PROTECTION,100
MIXED,PROXIMITY,0
MIXED,DEGREE,0
MIXED,PROTECTION,100
DETERMINISTIC,PROXIMITY,100
DETERMINISTIC,DEGREE,45
DETERMINISTIC,PROTECTION,64
